"Result","Competitor","Nat","Venue","Date","Gender","Event","StateDope"
"2.37","Patrik Sjöberg","SWE","New York, NY","1989-07-22","men","high-jump","NULL"
"2.37","Valeriy Sereda","URS","Rieti","1984-09-02","men","high-jump","NULL"
"2.37","Jianhua Zhu","CHN","Beijing","1983-06-11","men","high-jump","NULL"
"2.37","Javier Sotomayor","CUB","Bratislava","1989-06-14","men","high-jump","NULL"
"2.38","Ivan Ukhov","RUS","London (Olympic Stadium)","2012-08-07","men","high-jump","RUS"
"2.38","Ivan Ukhov","RUS","Lausanne (Pontaise)","2014-07-03","men","high-jump","RUS"
"2.38","Jianhua Zhu","CHN","Shanghai","1983-09-22","men","high-jump","NULL"
"2.38","Javier Sotomayor","CUB","Kvarnsveden","1988-06-19","men","high-jump","NULL"
"2.38","Javier Sotomayor","CUB","Paris Saint-Denis","1989-06-23","men","high-jump","NULL"
"2.38","Artur Partyka","POL","Eberstadt","1996-08-18","men","high-jump","NULL"
"2.38","Hollis Conway","USA","Provo, UT","1989-06-03","men","high-jump","NULL"
"2.38","Derek Drouin","CAN","Eberstadt","2016-07-17","men","high-jump","NULL"
"2.38","Guowei Zhang","CHN","Eugene (Hayward Field), OR","2015-05-30","men","high-jump","NULL"
"2.38","Mutaz Essa Barshim","QAT","Shanghai (SS)","2015-05-17","men","high-jump","NULL"
"2.38","Mutaz Essa Barshim","QAT","Birmingham (Alexander), GBR","2014-08-24","men","high-jump","NULL"
"2.38","Bohdan Bondarenko","UKR","Székesfehérvár (Sóstói Stadion)","2014-07-08","men","high-jump","NULL"
"2.38","Mutaz Essa Barshim","QAT","Lausanne (Pontaise)","2014-07-03","men","high-jump","NULL"
"2.38","Mutaz Essa Barshim","QAT","Moskva (Luzhniki)","2013-08-15","men","high-jump","NULL"
"2.38","Bohdan Bondarenko","UKR","London (Olympic Stadium)","2013-07-26","men","high-jump","NULL"
"2.38","Andrey Silnov","RUS","London (Crystal Palace)","2008-07-25","men","high-jump","NULL"
"2.38","Jacques Freitag","RSA","Oudtshoorn","2005-03-05","men","high-jump","NULL"
"2.38","Javier Sotomayor","CUB","Rhede","1993-08-06","men","high-jump","NULL"
"2.38","Dragutin Topic","SCG","Beograd","1993-08-01","men","high-jump","NULL"
"2.38","Charles Austin","USA","Tokyo (Olympic Stadium)","1991-09-01","men","high-jump","NULL"
"2.38","Hollis Conway","USA","Malmö","1990-08-07","men","high-jump","NULL"
"2.38","Gennadiy Avdeyenko","URS","Seoul (Olympic Stadium)","1988-09-25","men","high-jump","NULL"
"2.38","Gennadiy Avdeyenko","URS","Seoul","1987-10-02","men","high-jump","NULL"
"2.38","Gennadiy Avdeyenko","UKR","Roma (Stadio Olimpico)","1987-09-06","men","high-jump","NULL"
"2.38","Igor Paklin","URS","Rieti","1986-09-07","men","high-jump","NULL"
"2.38","Patrik Sjöberg","SWE","Eberstadt","1985-06-16","men","high-jump","NULL"
"2.38","Troy Kemp","BAH","Nice","1995-07-12","men","high-jump","NULL"
"2.38","Bohdan Bondarenko","UKR","Birmingham (Alexander), GBR","2014-08-24","men","high-jump","NULL"
"2.38","Derek Drouin","CAN","Rio de Janeiro (Estádio Olímpico)","2016-08-16","men","high-jump","NULL"
"2.38","Andriy Sokolovskyy","UKR","Roma (Stadio Olimpico)","2005-07-08","men","high-jump","NULL"
"2.38","Derek Drouin","CAN","Moskva (Luzhniki)","2013-08-15","men","high-jump","NULL"
"2.38","Sergey Malchenko","URS","Banská Bystrica","1988-09-04","men","high-jump","NULL"
"2.38","Patrik Sjöberg","SWE","Roma (Stadio Olimpico)","1987-09-06","men","high-jump","NULL"
"2.38","Hollis Conway","USA","Bruxelles","1990-08-10","men","high-jump","NULL"
"2.38","Hollis Conway","USA","Eberstadt","1993-07-03","men","high-jump","NULL"
"2.38","Igor Paklin","KGZ","Roma (Stadio Olimpico)","1987-09-06","men","high-jump","NULL"
"2.39","Ivan Ukhov","RUS","Cheboksary","2012-07-05","men","high-jump","RUS"
"2.39","Charles Austin","USA","Atlanta (Olympic Stadium), GA","1996-07-28","men","high-jump","NULL"
"2.39","Bohdan Bondarenko","UKR","Marrakech (Le Grande Stade)","2014-06-08","men","high-jump","NULL"
"2.39","Mutaz Essa Barshim","QAT","Lausanne (Pontaise)","2012-08-23","men","high-jump","NULL"
"2.39","Javier Sotomayor","CUB","Pau","1993-06-26","men","high-jump","NULL"
"2.39","Patrik Sjöberg","SWE","Göteborg","1987-06-27","men","high-jump","NULL"
"2.39","Jianhua Zhu","CHN","Eberstadt","1984-06-10","men","high-jump","NULL"
"2.39","Gianmarco Tamberi","ITA","Monaco (Stade Louis II)","2016-07-15","men","high-jump","NULL"
"2.39","Hollis Conway","USA","Norman, OK","1989-07-30","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","Mar del Plata","1995-03-25","men","high-jump","NULL"
"2.40","Bohdan Bondarenko","UKR","Tokyo","2014-05-11","men","high-jump","NULL"
"2.40","Bohdan Bondarenko","UKR","Monaco (Stade Louis II)","2014-07-18","men","high-jump","NULL"
"2.40","Bohdan Bondarenko","UKR","Lausanne (Pontaise)","2014-07-03","men","high-jump","NULL"
"2.40","Vyacheslav Voronin","RUS","London (Crystal Palace)","2000-08-05","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","Eberstadt","1994-07-10","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","Stuttgart (Gottlieb-Daimler Stadion)","1993-08-22","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","London (Crystal Palace)","1993-07-23","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","La Habana","1989-03-12","men","high-jump","NULL"
"2.40","Andriy Protsenko","UKR","Lausanne (Pontaise)","2014-07-03","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","Sankt-Peterburg","1994-07-29","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","London (Crystal Palace)","1994-09-11","men","high-jump","NULL"
"2.40","Mutaz Essa Barshim","QAT","Opole","2016-06-11","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","Paris Saint-Denis","1991-07-19","men","high-jump","NULL"
"2.40","Bohdan Bondarenko","UKR","Bruxelles (Boudewijnstadion)","2014-09-05","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","La Habana","1993-05-22","men","high-jump","NULL"
"2.40","Mutaz Essa Barshim","QAT","Eugene (Hayward Field), OR","2013-06-01","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","Bogotá","1989-08-13","men","high-jump","NULL"
"2.40","Patrik Sjöberg","SWE","Bruxelles","1989-08-05","men","high-jump","NULL"
"2.40","Derek Drouin","CAN","Des Moines, IA","2014-04-25","men","high-jump","NULL"
"2.40","Javier Sotomayor","CUB","Nice","1994-07-18","men","high-jump","NULL"
"2.40","Charles Austin","USA","Zürich (Letzigrund)","1991-08-07","men","high-jump","NULL"
"2.40","Sorin Matei","ROU","Bratislava","1990-06-20","men","high-jump","NULL"
"2.40","Rudolf Povarnitsyn","URS","Donetsk","1985-08-11","men","high-jump","NULL"
"2.41","Ivan Ukhov","RUS","Doha (Hamad Bin Suhaim)","2014-05-09","men","high-jump","RUS"
"2.41","Javier Sotomayor","CUB","London (Crystal Palace)","1994-07-15","men","high-jump","NULL"
"2.41","Igor Paklin","URS","Kobe","1985-09-04","men","high-jump","NULL"
"2.41","Mutaz Essa Barshim","QAT","Roma (Stadio Olimpico)","2014-06-05","men","high-jump","NULL"
"2.41","Bohdan Bondarenko","UKR","Moskva (Luzhniki)","2013-08-15","men","high-jump","NULL"
"2.41","Bohdan Bondarenko","UKR","Lausanne (Pontaise)","2013-07-04","men","high-jump","NULL"
"2.41","Mutaz Essa Barshim","QAT","Eberstadt","2014-08-22","men","high-jump","NULL"
"2.41","Javier Sotomayor","CUB","La Habana","1994-06-25","men","high-jump","NULL"
"2.41","Mutaz Essa Barshim","QAT","Eugene (Hayward Field), OR","2015-05-30","men","high-jump","NULL"
"2.42","Bohdan Bondarenko","UKR","New York City (Icahn), NY","2014-06-14","men","high-jump","NULL"
"2.42","Mutaz Essa Barshim","QAT","New York City (Icahn), NY","2014-06-14","men","high-jump","NULL"
"2.42","Patrik Sjöberg","SWE","Stockholm","1987-06-30","men","high-jump","NULL"
"2.42","Javier Sotomayor","CUB","Sevilla","1994-06-05","men","high-jump","NULL"
"2.43","Mutaz Essa Barshim","QAT","Bruxelles (Boudewijnstadion)","2014-09-05","men","high-jump","NULL"
"2.43","Javier Sotomayor","CUB","Salamanca (Helmántico)","1988-09-08","men","high-jump","NULL"
"2.44","Javier Sotomayor","CUB","San Juan, PUR","1989-07-29","men","high-jump","NULL"
"2.45","Javier Sotomayor","CUB","Salamanca (Helmántico)","1993-07-27","men","high-jump","NULL"
"89.78","Andreas Thorkildsen","NOR","Stockholm","2006-07-25","men","javelin-throw","NULL"
"89.84","Konstadinós Gatsioúdis","GRE","München (Olympiastadion)","1999-09-11","men","javelin-throw","NULL"
"89.84","Jan Zelezný","CZE","Roma","1993-06-27","men","javelin-throw","NULL"
"89.85","Steve Backley","GBR","Sydney (Olympic Stadium)","2000-09-23","men","javelin-throw","NULL"
"89.88","Andreas Thorkildsen","NOR","Bruxelles (Boudewijnstadion)","2010-08-27","men","javelin-throw","NULL"
"89.88","Aki Parviainen","FIN","Bærum (Nadderud)","2000-07-09","men","javelin-throw","NULL"
"89.89","Steve Backley","GBR","Gateshead","1998-07-19","men","javelin-throw","NULL"
"89.90","Jan Zelezný","CZE","Saint-Denis","1997-06-02","men","javelin-throw","NULL"
"89.92","Sergey Makarov","RUS","Gateshead (International Stadium)","2000-07-16","men","javelin-throw","NULL"
"89.92","Jan Zelezný","CZE","Göteborg","1994-08-24","men","javelin-throw","NULL"
"89.93","Sergey Makarov","RUS","Athína","1999-06-16","men","javelin-throw","NULL"
"89.94","Jan Zelezný","CZE","Lausanne (Pontaise)","2001-07-04","men","javelin-throw","NULL"
"89.95","Konstadinós Gatsioúdis","GRE","Edmonton (Commonwealth Stadium)","2001-08-12","men","javelin-throw","NULL"
"89.98","Sergey Makarov","RUS","Helsinki","2002-08-13","men","javelin-throw","NULL"
"89.98","Jan Zelezný","CZE","Auckland","1994-03-29","men","javelin-throw","NULL"
"90.02","Jan Zelezný","CZE","Ostrava","1992-06-24","men","javelin-throw","NULL"
"90.06","Raymond Hecht","GER","Jena (Abbe Sport Ground)","1996-05-25","men","javelin-throw","NULL"
"90.06","Raymond Hecht","GER","Eschenbach","1994-02-12","men","javelin-throw","NULL"
"90.09","Aki Parviainen","FIN","Kuortane","1998-06-20","men","javelin-throw","NULL"
"90.11","Sergey Makarov","RUS","Dessau","2003-05-30","men","javelin-throw","NULL"
"90.12","Jan Zelezný","CZE","Göteborg (Ullevi Stadium)","1995-08-11","men","javelin-throw","NULL"
"90.13","Andreas Thorkildsen","NOR","Doha","2006-05-12","men","javelin-throw","NULL"
"90.16","Keshorn Walcott","TTO","Lausanne (Pontaise)","2015-07-09","men","javelin-throw","NULL"
"90.17","Jan Zelezný","CZE","Sydney (Olympic Stadium)","2000-09-23","men","javelin-throw","NULL"
"90.18","Jan Zelezný","TCH","Tokyo","1992-09-19","men","javelin-throw","NULL"
"90.20","Raymond Hecht","GER","Monaco (Stade Louis II)","1996-08-10","men","javelin-throw","NULL"
"90.24","Jan Zelezný","CZE","Pietersburg","1996-04-03","men","javelin-throw","NULL"
"90.28","Andreas Thorkildsen","NOR","Zürich (Letzigrund)","2008-08-29","men","javelin-throw","NULL"
"90.30","Thomas Röhler","GER","Rio de Janeiro (Estádio Olímpico)","2016-08-20","men","javelin-throw","NULL"
"90.33","Tero Pitkämäki","FIN","Osaka (Nagai Stadium)","2007-09-02","men","javelin-throw","NULL"
"90.33","Sergey Makarov","RUS","Tula (Arsenal Stadium)","2005-07-11","men","javelin-throw","NULL"
"90.34","Aki Parviainen","FIN","Lapinlahti","2000-07-16","men","javelin-throw","NULL"
"90.34","Andreas Thorkildsen","NOR","Roma (Stadio Olimpico)","2006-07-14","men","javelin-throw","NULL"
"90.37","Andreas Thorkildsen","NOR","Florø","2010-05-29","men","javelin-throw","NULL"
"90.40","Jan Zelezný","CZE","Bratislava","1991-06-04","men","javelin-throw","NULL"
"90.43","Vadims Vasilevskis","LAT","Riga","2006-05-27","men","javelin-throw","NULL"
"90.44","Boris Henry","GER","Linz","1997-07-09","men","javelin-throw","NULL"
"90.50","Jan Zelezný","CZE","Bruxelles","1995-08-25","men","javelin-throw","NULL"
"90.54","Tero Pitkämäki","FIN","Oslo","2005-07-29","men","javelin-throw","NULL"
"90.56","Jan Zelezný","CZE","Oslo (Bislett)","2000-07-28","men","javelin-throw","NULL"
"90.56","Jan Zelezný","CZE","Praha (Stadion Rošický)","2000-06-05","men","javelin-throw","NULL"
"90.57","Andreas Thorkildsen","NOR","Beijing (National Stadium)","2008-08-23","men","javelin-throw","NULL"
"90.59","Jan Zelezný","CZE","Pretoria","2000-03-24","men","javelin-throw","NULL"
"90.60","Seppo Räty","FIN","Nurmijärvi","1992-07-20","men","javelin-throw","NULL"
"90.60","Jan Zelezný","CZE","Osaka","1996-05-11","men","javelin-throw","NULL"
"90.60","Jan Zelezný","CZE","Stellenbosch","1993-04-13","men","javelin-throw","NULL"
"90.61","Andreas Thorkildsen","NOR","Byrkjelo","2011-08-14","men","javelin-throw","NULL"
"90.68","Jan Zelezný","CZE","Nice","1993-07-21","men","javelin-throw","NULL"
"90.71","Breaux Greer","USA","Carson, CA","2007-05-20","men","javelin-throw","NULL"
"90.71","Vadims Vasilevskis","LAT","Valmiera","2009-05-23","men","javelin-throw","NULL"
"90.73","Vadims Vasilevskis","LAT","Tallinn","2007-07-22","men","javelin-throw","NULL"
"90.76","Jan Zelezný","CZE","Edmonton (Commonwealth Stadium)","2001-08-10","men","javelin-throw","NULL"
"90.80","Jan Zelezný","CZE","Bratislava","1995-05-30","men","javelin-throw","NULL"
"90.80","Aki Parviainen","FIN","Vantaa","2000-06-20","men","javelin-throw","NULL"
"90.81","Steve Backley","GBR","London (Crystal Palace)","2001-07-22","men","javelin-throw","NULL"
"90.86","Sergey Makarov","RUS","Dessau","2002-05-29","men","javelin-throw","NULL"
"90.87","Sergey Makarov","RUS","Hamburg","2002-06-12","men","javelin-throw","NULL"
"90.88","Aki Parviainen","FIN","Tartu","1998-06-11","men","javelin-throw","NULL"
"90.97","Aki Parviainen","FIN","Kuortane","2000-06-24","men","javelin-throw","NULL"
"91.04","Jan Zelezný","CZE","Kuortane","1996-06-22","men","javelin-throw","NULL"
"91.11","Tero Pitkämäki","FIN","Kuortane","2006-06-24","men","javelin-throw","NULL"
"91.23","Konstadinós Gatsioúdis","GRE","Thessaloníki","2002-07-24","men","javelin-throw","NULL"
"91.23","Tero Pitkämäki","FIN","Lapinlahti","2007-07-22","men","javelin-throw","NULL"
"91.24","Jan Zelezný","CZE","Poznan","2001-06-08","men","javelin-throw","NULL"
"91.27","Konstadinós Gatsioúdis","GRE","Madrid","2001-05-26","men","javelin-throw","NULL"
"91.28","Thomas Röhler","GER","Turku","2016-06-29","men","javelin-throw","NULL"
"91.28","Andreas Thorkildsen","NOR","Zürich (Letzigrund)","2009-08-28","men","javelin-throw","NULL"
"91.28","Jan Zelezný","CZE","Villeneuve-d'Ascq","1994-07-08","men","javelin-throw","NULL"
"91.29","Breaux Greer","USA","Indianapolis, IN","2007-06-21","men","javelin-throw","NULL"
"91.30","Jan Zelezný","CZE","Berlin (Olympiastadion)","1995-09-01","men","javelin-throw","NULL"
"91.31","Aki Parviainen","FIN","Edmonton (Commonwealth Stadium)","2001-08-12","men","javelin-throw","NULL"
"91.33","Tero Pitkämäki","FIN","Monaco (Stade Louis II)","2005-09-10","men","javelin-throw","NULL"
"91.34","Jan Zelezný","CZE","Cape Town","1997-04-08","men","javelin-throw","NULL"
"91.39","Julius Yego","KEN","Birmingham (Alexander), GBR","2015-06-07","men","javelin-throw","NULL"
"91.40","Jan Zelezný","CZE","Villeneuve-d'Ascq","1993-07-02","men","javelin-throw","NULL"
"91.46","Steve Backley","GBR","Auckland","1992-01-25","men","javelin-throw","NULL"
"91.50","Raymond Hecht","GER","Gengenbach","1996-09-01","men","javelin-throw","NULL"
"91.50","Jan Zelezný","CZE","Pretoria","1996-04-08","men","javelin-throw","NULL"
"91.50","Jan Zelezný","CZE","Lublin","1994-06-04","men","javelin-throw","NULL"
"91.53","Tero Pitkämäki","FIN","Kuortane","2005-06-26","men","javelin-throw","NULL"
"91.59","Andreas Thorkildsen","NOR","Oslo","2006-06-02","men","javelin-throw","NULL"
"91.68","Jan Zelezný","CZE","Gateshead","1994-07-01","men","javelin-throw","NULL"
"91.69","Konstadinós Gatsioúdis","GRE","Kuortane","2000-06-24","men","javelin-throw","NULL"
"91.82","Jan Zelezný","CZE","Sheffield","1994-09-04","men","javelin-throw","NULL"
"92.12","Jan Zelezný","CZE","London","1995-08-27","men","javelin-throw","NULL"
"92.12","Jan Zelezný","CZE","Tokyo","1995-09-15","men","javelin-throw","NULL"
"92.28","Jan Zelezný","CZE","Monaco (Stade Louis II)","1995-09-09","men","javelin-throw","NULL"
"92.28","Raymond Hecht","GER","Zürich","1996-08-14","men","javelin-throw","NULL"
"92.41","Aki Parviainen","FIN","Vaasa","2001-06-24","men","javelin-throw","NULL"
"92.42","Jan Zelezný","CZE","Ostrava","1997-05-28","men","javelin-throw","NULL"
"92.60","Raymond Hecht","GER","Oslo","1995-07-21","men","javelin-throw","NULL"
"92.61","Sergey Makarov","RUS","Sheffield","2002-06-30","men","javelin-throw","NULL"
"92.72","Julius Yego","KEN","Beijing (National Stadium)","2015-08-26","men","javelin-throw","NULL"
"92.80","Jan Zelezný","CZE","Edmonton (Commonwealth Stadium)","2001-08-12","men","javelin-throw","NULL"
"93.09","Aki Parviainen","FIN","Kuortane","1999-06-26","men","javelin-throw","NULL"
"94.02","Jan Zelezný","CZE","Stellenbosch","1997-03-26","men","javelin-throw","NULL"
"94.64","Jan Zelezný","CZE","Ostrava","1996-05-31","men","javelin-throw","NULL"
"95.54","Jan Zelezný","CZE","Pietersburg","1993-04-06","men","javelin-throw","NULL"
"95.66","Jan Zelezný","CZE","Sheffield","1993-08-29","men","javelin-throw","NULL"
"98.48","Jan Zelezný","CZE","Jena (Abbe Sport Ground)","1996-05-25","men","javelin-throw","NULL"
"8.53","Jaime Jefferson","CUB","La Habana","1990-05-12","men","long-jump","NULL"
"8.53","Carl Lewis","USA","Stockholm","1989-07-03","men","long-jump","NULL"
"8.53","Carl Lewis","USA","Houston, TX","1985-05-04","men","long-jump","NULL"
"8.53","Robert Emmiyan","URS","Roma (Stadio Olimpico)","1987-09-05","men","long-jump","NULL"
"8.54","Lutz Dombrowski","GDR","Moskva (Lenin Stadium)","1980-07-28","men","long-jump","GDR"
"8.54","Mitchell Watt","AUS","Stockholm (Olympiastadion)","2011-07-29","men","long-jump","NULL"
"8.54","Dwight Phillips","USA","Berlin (Olympiastadion)","2009-08-22","men","long-jump","NULL"
"8.54","Carl Lewis","USA","New York, NY","1989-07-22","men","long-jump","NULL"
"8.54","Carl Lewis","USA","Los Angeles (Memorial Coliseum)","1984-08-06","men","long-jump","NULL"
"8.54","Larry Myricks","USA","Monaco (Stade Louis II)","1989-09-01","men","long-jump","NULL"
"8.54","Dwight Phillips","USA","Hengelo (Blankers-Koen Stadion)","2009-06-01","men","long-jump","NULL"
"8.54","Loúis Tsátoumas","GRE","Haniá","2007-06-09","men","long-jump","NULL"
"8.54","Iván Pedroso","CUB","Uniondale (Mitchel AC), NY","1998-07-20","men","long-jump","NULL"
"8.54","Mike Powell","USA","London","1993-09-10","men","long-jump","NULL"
"8.55","Iván Pedroso","CUB","Bad Cannstatt","1995-07-09","men","long-jump","NULL"
"8.55","Carl Lewis","USA","Helsinki (Olympic Stadium)","1983-08-10","men","long-jump","NULL"
"8.55","Iván Pedroso","CUB","Sydney (Olympic Stadium)","2000-09-28","men","long-jump","NULL"
"8.55","Larry Myricks","USA","Modesto, CA","1989-05-07","men","long-jump","NULL"
"8.56","Aleksandr Menkov","RUS","Moskva (Luzhniki)","2013-08-16","men","long-jump","RUS"
"8.56","Irving Saladino","PAN","Hengelo (Blankers-Koen Stadion)","2009-06-01","men","long-jump","NULL"
"8.56","Irving Saladino","PAN","Rio de Janeiro","2006-05-14","men","long-jump","NULL"
"8.56","Yago Lamela","ESP","Torino","1999-06-24","men","long-jump","NULL"
"8.56","Iván Pedroso","CUB","Linz","1997-07-09","men","long-jump","NULL"
"8.56","Iván Pedroso","CUB","Lausanne (Pontaise)","1995-07-05","men","long-jump","NULL"
"8.56","Kareem Streete-Thompson","USA","New York, NY","1995-05-21","men","long-jump","NULL"
"8.56","Carl Lewis","USA","Los Angeles (Westwood), CA","1983-05-15","men","long-jump","NULL"
"8.56","Larry Myricks","USA","Rhede","1982-09-01","men","long-jump","NULL"
"8.56","Iván Pedroso","CUB","Sevilla (La Cartuja)","1999-08-28","men","long-jump","NULL"
"8.56","Carl Lewis","USA","New York, NY","1992-05-24","men","long-jump","NULL"
